long,lat,objectid,clave_vere,numero_ord,clave_vado,origendato
-58.3768245662106,-34.6011698864787,73443,001-014-001-13014-1,2,001-014-001-13014-1-2,VueloFotogrametrico
-58.3781345773515,-34.6012822105769,73444,001-014-011-21060-1,1,001-014-011-21060-1-1,VueloFotogrametrico
-58.3780968545226,-34.6012502396821,73445,001-014-011-21060-1,2,001-014-011-21060-1-2,VueloFotogrametrico
-58.3780764546565,-34.6023738439006,73446,001-014-017-5072-1,1,001-014-017-5072-1-1,VueloFotogrametrico
-58.4573060470902,-34.686838627573,61017,084-001B-999-19057-2,2,084-001B-999-19057-2-2,VueloFotogrametrico
-58.467553257236,-34.6960623356694,61018,084-001B-999-19057-29,1,084-001B-999-19057-29-1,VueloFotogrametrico
-58.4570808629108,-34.6865896844787,61019,084-001B-999-19057-3,1,084-001B-999-19057-3-1,VueloFotogrametrico
-58.4564124092469,-34.6859717106884,61020,084-001B-999-19057-3,2,084-001B-999-19057-3-2,VueloFotogrametrico
-58.4663887332681,-34.6950195931671,61021,084-001B-999-19057-34,1,084-001B-999-19057-34-1,VueloFotogrametrico
-58.4663091321676,-34.694934445429,61022,084-001B-999-19057-34,2,084-001B-999-19057-34-2,VueloFotogrametrico
-58.4694376242167,-34.6977664050146,61023,084-001B-999-19057-35,1,084-001B-999-19057-35-1,VueloFotogrametrico
-58.4563460802307,-34.6858981749922,61024,084-001B-999-19057-4,1,084-001B-999-19057-4-1,VueloFotogrametrico
-58.4563155667411,-34.6858727175027,61025,084-001B-999-19057-4,2,084-001B-999-19057-4-2,VueloFotogrametrico
-58.4562777522872,-34.6858281110354,61026,084-001B-999-19057-5,1,084-001B-999-19057-5-1,VueloFotogrametrico
-58.4560883120774,-34.6855824995573,61027,084-001B-999-19057-5,2,084-001B-999-19057-5-2,VueloFotogrametrico
-58.4560301354695,-34.6855329986689,61028,084-001B-999-19057-5,3,084-001B-999-19057-5-3,VueloFotogrametrico
-58.4559550353164,-34.6854181084086,61029,084-001B-999-19057-6,1,084-001B-999-19057-6-1,VueloFotogrametrico
-58.4546236521197,-34.6841707369737,61030,084-001B-999-19057-6,2,084-001B-999-19057-6-2,VueloFotogrametrico
-58.4545661613155,-34.6841059812492,61031,084-001B-999-19057-7,1,084-001B-999-19057-7-1,VueloFotogrametrico
-58.4693705092726,-34.6981843394875,61032,084-001B-PLZ1-19057-1,1,084-001B-PLZ1-19057-1-1,VueloFotogrametrico
-58.4312309956325,-34.660733550058,61318,046-026-000-19057-2,1,046-026-000-19057-2-1,VueloFotogrametrico
-58.4303043998112,-34.6603111480061,61319,046-026-000-19057-2,2,046-026-000-19057-2-2,VueloFotogrametrico
-58.4311493702275,-34.6608364660429,61320,046-026-000-19057-3,1,046-026-000-19057-3-1,VueloFotogrametrico
-58.4303957802762,-34.6602022391814,61321,046-027-001-19054-1,1,046-027-001-19054-1-1,VueloFotogrametrico
-58.4303876056875,-34.660139436753,61322,046-027-001-19054-1,2,046-027-001-19054-1-2,VueloFotogrametrico
-58.4307895642193,-34.6597275552334,61323,046-027-005-19054-1,1,046-027-005-19054-1-1,VueloFotogrametrico
-58.4308463628246,-34.6597067801576,61324,046-027-005-19054-1,2,046-027-005-19054-1-2,VueloFotogrametrico
-58.4317779370253,-34.6602459171733,61325,046-027-013-19003-1,1,046-027-013-19003-1-1,VueloFotogrametrico
-58.4317624909549,-34.660192565284,61326,046-027-013-19003-1,2,046-027-013-19003-1-2,VueloFotogrametrico
-58.4313222239176,-34.6606366702107,61327,046-027-015B-17047-1,1,046-027-015B-17047-1-1,VueloFotogrametrico
-58.4314125744437,-34.6606216534191,61328,046-027-015B-17047-1,2,046-027-015B-17047-1-2,VueloFotogrametrico
-58.4309122200107,-34.6596348801772,61329,046-028-001-19003-1,1,046-028-001-19003-1-1,VueloFotogrametrico
-58.4309123555759,-34.6595822136603,61330,046-028-001-19003-1,2,046-028-001-19003-1-2,VueloFotogrametrico
-58.431464426872,-34.6590278778231,61331,046-028-007-3154-1,1,046-028-007-3154-1-1,VueloFotogrametrico
-58.4315396648724,-34.659026240232,61332,046-028-007-3154-1,2,046-028-007-3154-1-2,VueloFotogrametrico
-58.4324393708062,-34.6595695597479,61333,046-028-017-3154-1,1,046-028-017-3154-1-1,VueloFotogrametrico
-58.432420427125,-34.6595081701028,61334,046-028-017-3154-1,2,046-028-017-3154-1-2,VueloFotogrametrico
-58.4318304338422,-34.6601473272623,61335,046-028-023B-19003-1,1,046-028-023B-19003-1-1,VueloFotogrametrico
-58.4318958052073,-34.6601336066071,61336,046-028-023B-19003-1,2,046-028-023B-19003-1-2,VueloFotogrametrico
-58.4315949218484,-34.6589444395335,61337,046-029A-001-3154-1,1,046-029A-001-3154-1-1,VueloFotogrametrico
-58.4315950062816,-34.6588953307333,61338,046-029A-001-3154-1,2,046-029A-001-3154-1-2,VueloFotogrametrico
-58.4290763101735,-34.6599453113306,61397,046-044-000-19057-1,3,046-044-000-19057-1-3,VueloFotogrametrico
-58.4301003248453,-34.6602181001371,61398,046-044-000-19057-2,1,046-044-000-19057-2-1,VueloFotogrametrico
-58.4291482469055,-34.6597827383419,61399,046-044-000-19057-2,2,046-044-000-19057-2-2,VueloFotogrametrico
-58.4291007969945,-34.659782073682,61400,046-044-000-19057-2,3,046-044-000-19057-2-3,VueloFotogrametrico
-58.4290080559888,-34.6598587492501,61401,046-044-000-19057-3,1,046-044-000-19057-3-1,VueloFotogrametrico
-58.4290926401491,-34.6598519952009,61402,046-044-000-19057-3,2,046-044-000-19057-3-2,VueloFotogrametrico
-58.4290227022447,-34.6598408243148,61403,046-044-000-19057-3,3,046-044-000-19057-3-3,VueloFotogrametrico
-58.4292058020641,-34.6596946799298,61404,046-045-001-2056-1,1,046-045-001-2056-1-1,VueloFotogrametrico
-58.4292057464457,-34.659632781518,61405,046-045-001-2056-1,2,046-045-001-2056-1-2,VueloFotogrametrico
-58.4297109965503,-34.6591274758666,61406,046-045-007-19003-1,1,046-045-007-19003-1-1,VueloFotogrametrico
-58.4297736819951,-34.6591207474807,61407,046-045-007-19003-1,2,046-045-007-19003-1-2,VueloFotogrametrico
-58.430684405393,-34.6596486001575,61408,046-045-015-19054-1,1,046-045-015-19054-1-1,VueloFotogrametrico
-58.4306669403827,-34.6596137964145,61409,046-045-015-19054-1,2,046-045-015-19054-1-2,VueloFotogrametrico
-58.4301791843182,-34.6601364247387,61410,046-045-017C-19054-1,1,046-045-017C-19054-1-1,VueloFotogrametrico
-58.4302832131913,-34.6600957803276,61411,046-045-017C-19054-1,2,046-045-017C-19054-1-2,VueloFotogrametrico
-58.4307513061827,-34.6595531164085,61412,046-046-001-19003-1,1,046-046-001-19003-1-1,VueloFotogrametrico
-58.4308312406987,-34.6595361948581,61413,046-046-001-19003-1,2,046-046-001-19003-1-2,VueloFotogrametrico
-58.4298483182631,-34.6590596570505,61414,046-046-011-19003-1,1,046-046-011-19003-1-1,VueloFotogrametrico
-58.4298307786283,-34.6589965131295,61415,046-046-011-19003-1,2,046-046-011-19003-1-2,VueloFotogrametrico
-58.4300978877061,-34.6623354897791,61230,046-007-001-2067-1,2,046-007-001-2067-1-2,VueloFotogrametrico
-58.4307456281528,-34.6615880667253,61231,046-007-008A-17047-1,1,046-007-008A-17047-1-1,VueloFotogrametrico
-58.4316849770754,-34.662135357012,61232,046-007-018C-23011-1,1,046-007-018C-23011-1-1,VueloFotogrametrico
-58.4316801531094,-34.6620756415176,61233,046-007-018C-23011-1,2,046-007-018C-23011-1-2,VueloFotogrametrico
-58.4620043185506,-34.6456884369498,16238,050-066-020BC-13034-1,1,050-066-020BC-13034-1-1,VueloFotogrametrico
-58.4609321324788,-34.6464776964596,16239,050-066-033B-27026-1,1,050-066-033B-27026-1-1,VueloFotogrametrico
-58.4608855977899,-34.6464726249465,16240,050-066-033B-27026-1,2,050-066-033B-27026-1-2,VueloFotogrametrico
-58.4606833345848,-34.6446118693559,16241,050-067-001A-5005-1,1,050-067-001A-5005-1-1,VueloFotogrametrico
-58.461376993257,-34.6451102997739,16242,050-067-008-5005-1,1,050-067-008-5005-1-1,VueloFotogrametrico
-58.4613625132182,-34.6450728240117,16243,050-067-008-5005-1,2,050-067-008-5005-1-2,VueloFotogrametrico
-58.4603019316754,-34.6460265657996,16244,050-067-021-27026-1,1,050-067-021-27026-1-1,VueloFotogrametrico
-58.4596731864391,-34.645574114577,16245,050-067-027-12023-1,1,050-067-027-12023-1-1,VueloFotogrametrico
-58.4596817319335,-34.6455362904896,16246,050-067-027-12023-1,2,050-067-027-12023-1-2,VueloFotogrametrico
-58.4636227153547,-34.6444204680216,16247,050-069-013-4056-1,1,050-069-013-4056-1-1,VueloFotogrametrico
-58.4636097923491,-34.6443945472327,16248,050-069-013-4056-1,2,050-069-013-4056-1-2,VueloFotogrametrico
-58.463294611333,-34.6446959722953,16249,050-069-015A-19019-1,1,050-069-015A-19019-1-1,VueloFotogrametrico
-58.4608508465722,-34.644506920817,16250,050-070-001A-5005-1,1,050-070-001A-5005-1-1,VueloFotogrametrico
-58.4608488849711,-34.6444843008564,16251,050-070-001A-5005-1,2,050-070-001A-5005-1-2,VueloFotogrametrico
-58.4614744226603,-34.6449796498914,16252,050-070-030B-5005-1,1,050-070-030B-5005-1-1,VueloFotogrametrico
-58.445419308156,-34.6509074520351,16253,050-078B-000-4108-2,1,050-078B-000-4108-2-1,VueloFotogrametrico
-58.4529968624062,-34.6508940020966,16254,050-078B-000-4108-1,1,050-078B-000-4108-1-1,VueloFotogrametrico
-58.4532056634946,-34.6507588886114,16255,050-078B-000-4108-1,2,050-078B-000-4108-1-2,VueloFotogrametrico
-58.4491662213504,-34.6474226289463,16256,050-078B-000-3086-1,1,050-078B-000-3086-1-1,VueloFotogrametrico
-58.4492468618093,-34.647421561834,16257,050-078B-000-3086-1,2,050-078B-000-3086-1-2,VueloFotogrametrico
-58.4557894775561,-34.6490472290229,16258,050-079A-000-12023-1,1,050-079A-000-12023-1-1,VueloFotogrametrico
-58.4558634908147,-34.6490304483457,16259,050-079A-000-12023-1,2,050-079A-000-12023-1-2,VueloFotogrametrico
-58.456128067427,-34.6487103968464,16260,050-079A-000-12023-1,3,050-079A-000-12023-1-3,VueloFotogrametrico
-58.455677381232,-34.6491967602058,16261,050-079A-000-12023-2,1,050-079A-000-12023-2-1,VueloFotogrametrico
-58.4516489339555,-34.6459189479994,16262,050-079A-000-2011-1,1,050-079A-000-2011-1-1,VueloFotogrametrico
-58.451257448335,-34.6457638754149,16263,050-079A-000-2011-1,2,050-079A-000-2011-1-2,VueloFotogrametrico
-58.4556997555741,-34.6491379243191,16264,050-079A-000-12023-2,1,050-079A-000-12023-2-1,VueloFotogrametrico
-58.4493969425427,-34.6472679437718,16265,050-079A-000-23011-1,1,050-079A-000-23011-1-1,VueloFotogrametrico
-58.4494107101841,-34.6472200029058,16266,050-079A-000-23011-1,2,050-079A-000-23011-1-2,VueloFotogrametrico
-58.4502106005735,-34.6465718542438,16267,050-079A-000-23011-1,3,050-079A-000-23011-1-3,VueloFotogrametrico
-58.4503613107273,-34.646450691292,16268,050-079A-000-23011-1,4,050-079A-000-23011-1-4,VueloFotogrametrico
-58.451724015126,-34.646013845932,16269,050-079A-000-2011-1,1,050-079A-000-2011-1-1,VueloFotogrametrico
-58.4516661266885,-34.6459874385262,16270,050-079A-000-2011-1,2,050-079A-000-2011-1-2,VueloFotogrametrico
-58.4518696938341,-34.645934653767,16271,050-079A-000-2011-1,3,050-079A-000-2011-1-3,VueloFotogrametrico
-58.4539714877236,-34.6438774354053,16272,050-080A-000A-1053-1,1,050-080A-000A-1053-1-1,VueloFotogrametrico
-58.4541222460537,-34.6437178071183,16273,050-080A-000A-1053-1,2,050-080A-000A-1053-1-2,VueloFotogrametrico
-58.4544736022815,-34.6434496357916,16274,050-080A-000A-1053-1,3,050-080A-000A-1053-1-3,VueloFotogrametrico
-58.4549841894565,-34.6328055265563,15984,048-151-016E-2081-1,2,048-151-016E-2081-1-2,VueloFotogrametrico
-58.4549839437961,-34.6304980061465,15985,048-152-001A-2098-1,1,048-152-001A-2098-1-1,VueloFotogrametrico
-58.4550365641084,-34.6304954587124,15986,048-152-001A-2098-1,2,048-152-001A-2098-1-2,VueloFotogrametrico
-58.4559372598984,-34.6308066046737,15987,048-152-001V-2098-1,1,048-152-001V-2098-1-1,VueloFotogrametrico
-58.4559171118151,-34.6307812126042,15988,048-152-001V-2098-1,2,048-152-001V-2098-1-2,VueloFotogrametrico
-58.4554520178098,-34.631747467886,15989,048-152-008A-4078-1,1,048-152-008A-4078-1-1,VueloFotogrametrico
-58.455513170546,-34.6316976206376,15990,048-152-008A-4078-1,2,048-152-008A-4078-1-2,VueloFotogrametrico
-58.4548559609212,-34.6508933776322,16049,050-009B-000C-3086-1,2,050-009B-000C-3086-1-2,VueloFotogrametrico
-58.4584765887466,-34.6513409781852,16050,050-011-001-2011-1,1,050-011-001-2011-1-1,VueloFotogrametrico
-58.4593887408706,-34.65062907287,16051,050-011-014-23029-1,1,050-011-014-23029-1-1,VueloFotogrametrico
-58.4603115546951,-34.6512660888215,16052,050-011-023-1006-1,1,050-011-023-1006-1-1,VueloFotogrametrico
-58.459261398042,-34.6520670846473,16053,050-011-036-2011-1,1,050-011-036-2011-1-1,VueloFotogrametrico
-58.4606189241247,-34.64972758755,16054,050-012A-001-20061-1,1,050-012A-001-20061-1-1,VueloFotogrametrico
-58.4605568530652,-34.649725420253,16055,050-012A-001-20061-1,2,050-012A-001-20061-1-2,VueloFotogrametrico
-58.4609141698333,-34.6499738143032,16056,050-012A-003-20061-1,1,050-012A-003-20061-1-1,VueloFotogrametrico
-58.460120275952,-34.650077097776,16057,050-012A-007-17067-1,1,050-012A-007-17067-1-1,VueloFotogrametrico
-58.461483738813,-34.6503109702062,16058,050-012B-001B-1006-1,1,050-012B-001B-1006-1-1,VueloFotogrametrico
-58.4604265937509,-34.6511947691385,16059,050-012B-013-1006-1,1,050-012B-013-1006-1-1,VueloFotogrametrico
-58.4597151150662,-34.6504340899903,16060,050-012B-022-23029-1,1,050-012B-022-23029-1-1,VueloFotogrametrico
-58.4617137238874,-34.648877117392,16061,050-013A-001-1053-1,1,050-013A-001-1053-1-1,VueloFotogrametrico
-58.4616585220099,-34.6488692427524,16062,050-013A-001-1053-1,2,050-013A-001-1053-1-2,VueloFotogrametrico
-58.46204443062,-34.6491807874337,16063,050-013A-005-1053-1,1,050-013A-005-1053-1-1,VueloFotogrametrico
-58.4609892823489,-34.6499318389882,16064,050-013A-016-20061-1,1,050-013A-016-20061-1-1,VueloFotogrametrico
-58.430988130169,-34.6628934851743,61234,046-007-027-23011-1,1,046-007-027-23011-1-1,VueloFotogrametrico
-58.4310865875716,-34.6628765288393,61235,046-007-027-23011-1,2,046-007-027-23011-1-2,VueloFotogrametrico
-58.4317636604337,-34.6619941628209,61236,046-008-000-19057-1,1,046-008-000-19057-1-1,VueloFotogrametrico
-58.4318289716982,-34.661968022255,61237,046-008-000-19057-1,2,046-008-000-19057-1-2,VueloFotogrametrico
-58.4306881185294,-34.6614019027508,61238,046-008-000-19057-1,3,046-008-000-19057-1-3,VueloFotogrametrico
-58.4323496041197,-34.6613941199577,61239,046-008-000-19057-1,4,046-008-000-19057-1-4,VueloFotogrametrico
-58.4324113621477,-34.6613057156913,61240,046-008-000-19057-2,1,046-008-000-19057-2-1,VueloFotogrametrico
-58.4324023536137,-34.6612773148153,61241,046-008-000-19057-2,2,046-008-000-19057-2-2,VueloFotogrametrico
-58.4314375511744,-34.6608277122616,61242,046-008-000-19057-2,3,046-008-000-19057-2-3,VueloFotogrametrico
-58.4312430782499,-34.660739058459,61243,046-008-000-19057-2,4,046-008-000-19057-2-4,VueloFotogrametrico
-58.4314930728548,-34.6607255147251,61244,046-009-001A-19057-1,1,046-009-001A-19057-1-1,VueloFotogrametrico
-58.4314983894611,-34.6606531661969,61245,046-009-001A-19057-1,2,046-009-001A-19057-1-2,VueloFotogrametrico
-58.4318426678374,-34.6603083988856,61246,046-009-003-17047-1,1,046-009-003-17047-1-1,VueloFotogrametrico
-58.4319270786561,-34.6603021751207,61247,046-009-003-17047-1,2,046-009-003-17047-1-2,VueloFotogrametrico
-58.4328401293476,-34.6608449072669,61248,046-009-010A-23011-1,1,046-009-010A-23011-1-1,VueloFotogrametrico
-58.4328129987897,-34.6607898811599,61249,046-009-010A-23011-1,2,046-009-010A-23011-1-2,VueloFotogrametrico
-58.4324750082405,-34.6611804205672,61250,046-009-012-19057-1,1,046-009-012-19057-1-1,VueloFotogrametrico
-58.4325463936582,-34.6611579124934,61251,046-009-012-19057-1,2,046-009-012-19057-1-2,VueloFotogrametrico
-58.4319819979566,-34.6602169611568,61252,046-010-001A-19003-1,1,046-010-001A-19003-1-1,VueloFotogrametrico
-58.4319833421994,-34.6601732872662,61253,046-010-001A-19003-1,2,046-010-001A-19003-1-2,VueloFotogrametrico
-58.4326194324613,-34.6596207696226,61254,046-010-007-17047-1,1,046-010-007-17047-1-1,VueloFotogrametrico
-58.4325312522835,-34.6596194816285,61255,046-010-007-17047-1,2,046-010-007-17047-1-2,VueloFotogrametrico
-58.4335335817371,-34.6601367506995,61256,046-010-017-23011-1,1,046-010-017-23011-1-1,VueloFotogrametrico
-58.4328776867747,-34.66073664301,61257,046-010-023-23011-1,1,046-010-023-23011-1-1,VueloFotogrametrico
-58.4329808279671,-34.6607290964432,61258,046-010-023-23011-1,2,046-010-023-23011-1-2,VueloFotogrametrico
-58.4326669931016,-34.6595414120812,61259,046-011A-001A-3154-1,1,046-011A-001A-3154-1-1,VueloFotogrametrico
-58.4326695069109,-34.6594772582342,61260,046-011A-001A-3154-1,2,046-011A-001A-3154-1-2,VueloFotogrametrico
-58.4331623166606,-34.6589765928085,61261,046-011A-007-17047-1,1,046-011A-007-17047-1-1,VueloFotogrametrico
-58.4335928843233,-34.6600588370725,61262,046-011A-014B-3154-1,1,046-011A-014B-3154-1-1,VueloFotogrametrico
-58.433652359681,-34.6600501546608,61263,046-011A-014B-3154-1,2,046-011A-014B-3154-1-2,VueloFotogrametrico
-58.4335437242299,-34.6586246328669,61264,046-011B-001-13156-1,1,046-011B-001-13156-1-1,VueloFotogrametrico
-58.4335888723295,-34.6586231364036,61265,046-011B-001-13156-1,2,046-011B-001-13156-1-2,VueloFotogrametrico
-58.4344264758226,-34.659181386616,61266,046-011B-010-13156-1,1,046-011B-010-13156-1-1,VueloFotogrametrico
-58.4336556260214,-34.6585411012099,61267,046-012-001-13156-1,1,046-012-001-13156-1-1,VueloFotogrametrico
-58.4336514796254,-34.6584933611991,61268,046-012-001-13156-1,2,046-012-001-13156-1-2,VueloFotogrametrico
-58.4343369666049,-34.657806058948,61269,046-012-011-3168-1,1,046-012-011-3168-1-1,VueloFotogrametrico
-58.462411974712,-34.5513354970025,80197,027-029-001A-7097-1,1,027-029-001A-7097-1-1,VueloFotogrametrico
-58.4624089347666,-34.551314036724,80198,027-029-001A-7097-1,2,027-029-001A-7097-1-2,VueloFotogrametrico
-58.4628920704013,-34.5506562756497,80199,027-029-006-1102-1,1,027-029-006-1102-1-1,VueloFotogrametrico
-58.4629458984843,-34.5506485656146,80200,027-029-006-1102-1,2,027-029-006-1102-1-2,VueloFotogrametrico
-58.3890419876651,-34.5864803221395,78084,011-066-0000-17114-1,1,011-066-0000-17114-1-1,VueloFotogrametrico
-58.3901340351157,-34.5857682298498,78085,011-066-0000-1060-2,1,011-066-0000-1060-2-1,VueloFotogrametrico
-58.3896388437404,-34.5872284023785,78086,011-067-001-1060-1,1,011-067-001-1060-1-1,VueloFotogrametrico
-58.3891798103582,-34.5875436931459,78087,011-067-004A-1060-1,1,011-067-004A-1060-1-1,VueloFotogrametrico
-58.3884541168842,-34.5868110818888,78088,011-067-009C-17114-1,1,011-067-009C-17114-1-1,VueloFotogrametrico
-58.3889607580179,-34.5865453990842,78089,011-067-011-17114-1,1,011-067-011-17114-1-1,VueloFotogrametrico
-58.3875916296044,-34.585988585677,78090,011-068A-001A-1143-1,1,011-068A-001A-1143-1-1,VueloFotogrametrico
-58.38873816762,-34.5854529981752,78091,011-068A-005H-20082-1,1,011-068A-005H-20082-1-1,VueloFotogrametrico
-58.3894041629871,-34.5860803444625,78092,011-068A-007C-20082-1,1,011-068A-007C-20082-1-1,VueloFotogrametrico
-58.388360262808,-34.5867297241576,78093,011-068A-011-17114-1,1,011-068A-011-17114-1-1,VueloFotogrametrico
-58.38945072071,-34.5860555725223,78094,011-068B-000-20082-1,1,011-068B-000-20082-1-1,VueloFotogrametrico
-58.3901273809868,-34.585539686941,78095,011-068B-000-17114-1,1,011-068B-000-17114-1-1,VueloFotogrametrico
-58.3887750496077,-34.5854240617153,78096,011-068B-000-12107-1,1,011-068B-000-12107-1-1,VueloFotogrametrico
-58.3902130703628,-34.585270421379,78097,011-068B-000-17114-1,1,011-068B-000-17114-1-1,VueloFotogrametrico
-58.3893019447879,-34.5852009661091,78098,011-068B-000-12107-1,1,011-068B-000-12107-1-1,VueloFotogrametrico
-58.3957395354891,-34.5996120087657,78099,011-069-000-3165-1,1,011-069-000-3165-1-1,VueloFotogrametrico
-58.3945029023825,-34.5995736353131,78100,011-069-000-19036-1,1,011-069-000-19036-1-1,VueloFotogrametrico
-58.395778702665,-34.5995742440216,78101,011-069-000-3165-1,1,011-069-000-3165-1-1,VueloFotogrametrico
-58.3944760528472,-34.5995393582139,78102,011-069-000-19036-1,1,011-069-000-19036-1-1,VueloFotogrametrico
-58.3945983141911,-34.5987694711615,78103,011-069-000-17017-1,1,011-069-000-17017-1-1,VueloFotogrametrico
-58.3946365497565,-34.5987508943616,78104,011-069-000-17017-1,2,011-069-000-17017-1-2,VueloFotogrametrico
-58.3958114189994,-34.5987462364537,78105,011-069-000-1143-1,1,011-069-000-1143-1-1,VueloFotogrametrico
-58.3948082441512,-34.5973400679446,78106,011-070-001-1062-1,1,011-070-001-1062-1-1,VueloFotogrametrico
-58.3948579690862,-34.5973112554634,78107,011-070-001-1062-1,2,011-070-001-1062-1-2,VueloFotogrametrico
